@RELATION bitcoin_clustering

@ATTRIBUTE open_price NUMERIC
@ATTRIBUTE high_price NUMERIC
@ATTRIBUTE low_price NUMERIC
@ATTRIBUTE close_price NUMERIC
@ATTRIBUTE volume NUMERIC

@DATA
133815000.0,135000000.0,133784000.0,134941000.0,122.92742149
134950000.0,135315000.0,134725000.0,135297000.0,131.82088046
135296000.0,136250000.0,135100000.0,136250000.0,248.21246947
136245000.0,139000000.0,136204000.0,138370000.0,774.78986889
138439000.0,138793000.0,136680000.0,137240000.0,442.76125072
137240000.0,138500000.0,137003000.0,138165000.0,331.66607727
138090000.0,139920000.0,138090000.0,138760000.0,904.00116365
138765000.0,139770000.0,138099000.0,138108000.0,633.54462124
138106000.0,138535000.0,136980000.0,137877000.0,636.0374955
137877000.0,143304000.0,137836000.0,142817000.0,1932.31466962
142820000.0,146100000.0,142804000.0,144680000.0,2633.71943064
144662000.0,145421000.0,144000000.0,144621000.0,757.87347385
144615000.0,145460000.0,143330000.0,144341000.0,554.15968709
144341000.0,144678000.0,142484000.0,142966000.0,443.8218588
142966000.0,144050000.0,142216000.0,143344000.0,293.80052017
143322000.0,144100000.0,143322000.0,144007000.0,247.24807889
144007000.0,144500000.0,143794000.0,144050000.0,185.42863827
144067000.0,144346000.0,143500000.0,143580000.0,141.74459969
143580000.0,144052000.0,143500000.0,143891000.0,150.63945235
143891000.0,144932000.0,143770000.0,144400000.0,257.5895393
144400000.0,145000000.0,144324000.0,144418000.0,306.37027315
144420000.0,144986000.0,143700000.0,144905000.0,283.9851938
144905000.0,145027000.0,142002000.0,142403000.0,548.08632751
142369000.0,143300000.0,141550000.0,141966000.0,257.02010568
141998000.0,142302000.0,141258000.0,142227000.0,139.63218543
142131000.0,142500000.0,140890000.0,140898000.0,149.51783221
140898000.0,142160000.0,139120000.0,139668000.0,251.73977689
139668000.0,140300000.0,138500000.0,140131000.0,470.2210116
140131000.0,140621000.0,139186000.0,139573000.0,237.22326035
139573000.0,139788000.0,134000000.0,136740000.0,1434.59626162
136739000.0,138345000.0,135428000.0,137501000.0,632.97558046
137501000.0,138295000.0,136100000.0,137905000.0,514.96989264
137905000.0,139865000.0,137110000.0,138517000.0,471.29916267
